stopplacecode;quaycode;naam;plaats;straat;rd-x;rd-y;JAAR;Lijn;INSTAP_WERK;INSTAP_ZA;INSTAP_ZO;UITSTAP_WERK;UITSTAP_ZA;UITSTAP_ZO
NL:S:43003600;NL:Q:43003600;Bekmanlanden;Enschede;Het Stroink;258872;468369;2019;508;86.0;26.0;0.0;4.0;0.0;0.0
NL:S:43001110;NL:Q:43001110;Fazantstraat;Enschede;Fazantstraat;257725;472932;2019;2;568.0;63.0;14.0;61.0;6.0;5.0
NL:S:43004590;NL:Q:43004590;Hendrik Smeltweg;Enschede;H. Smeltweg;258466;469933;2019;505;59.0;14.0;0.0;295.0;42.0;0.0
NL:S:43004590;NL:Q:43004590;Hendrik Smeltweg;Enschede;H. Smeltweg;258466;469933;2019;802;0.0;0.0;0.0;0.0;0.0;2.0
NL:S:43008050;NL:Q:43008050;Onlandhorst;Enschede;Brakerhorst;259658;472597;2019;6;108.0;18.0;3.0;94.0;16.0;2.0
NL:S:43002220;NL:Q:43002220;Wkc Stroinkslanden;Enschede;Knalhutteweg;258422;468311;2019;4;146.0;20.0;4.0;1711.0;192.0;81.0
NL:S:43002220;NL:Q:43003400;Wkc Stroinkslanden;Enschede;Veldhoflanden;258428;468313;2019;508;5.0;0.0;0.0;55.0;16.0;0.0
NL:S:43002840;NL:Q:43002840;Albert Cuypstraat;Enschede;Elferinksweg;255628;470460;;;;;;;;
NL:S:43002840;NL:Q:43002850;Albert Cuypstraat;Enschede;Elferinksweg;255645;470473;2019;5;125.0;17.0;12.0;1127.0;114.0;80.0
NL:S:43009991;NL:Q:43009991;Centrum/Beltstraat;Enschede;Beltstraat;257963;470977;;;;;;;;
NL:S:43180110;NL:Q:43180110;Prins Bernhardpark;Lonneker;Oldenzaalsestraat;260008;476759;2019;60;0.0;0.0;0.0;3.0;0.0;0.0
NL:S:43180110;NL:Q:43180110;Prins Bernhardpark;Lonneker;Oldenzaalsestraat;260008;476759;2019;62;0.0;0.0;0.0;3.0;4.0;1.0
NL:S:43180110;NL:Q:43180120;Prins Bernhardpark;Lonneker;Oldenzaalsestraat;259948;476640;2019;60;3.0;0.0;0.0;4.0;0.0;0.0
NL:S:43180110;NL:Q:43180120;Prins Bernhardpark;Lonneker;Oldenzaalsestraat;259948;476640;2019;62;8.0;5.0;2.0;0.0;0.0;0.0
NL:S:43006120;NL:Q:43180010;Driesprong;Lonneker;Oldenzaalsestraat;259475;473886;;;;;;;;
NL:S:43006120;NL:Q:43006120;Driesprong;Lonneker;Oldenzaalsestraat;259462;473797;;;;;;;;
NL:S:43100330;NL:Q:43100330;Centrum;Boekelo;Windmolenweg;251541;469436;;;;;;;;
NL:S:43100330;NL:Q:43100340;Centrum;Boekelo;Windmolenweg;251550;469440;;;;;;;;
NL:S:43001200;NL:Q:43001200;Het Achtervoort;Enschede;Voortsweg;258375;473652;2019;2;627.0;65.0;32.0;691.0;72.0;41.0
NL:S:43008230;NL:Q:43008230;Marie de Roodelaan;Enschede;Marie De Roodelaan;255335;470249;;;;;;;;
NL:S:43008230;NL:Q:43008240;Marie de Roodelaan;Enschede;Marie de Roodelaan;255352;470236;2019;5;308.0;23.0;14.0;137.0;17.0;15.0
NL:S:43010140;NL:Q:43010140;Schoolstraat;Glanerbrug;Gronausestraat;263244;470893;2019;3;1770.0;200.0;73.0;1216.0;130.0;61.0
NL:S:43003200;NL:Q:43003200;C. Troostlaan;Enschede;Bruggertstraat;255297;470866;2019;5;332.0;19.0;6.0;252.0;21.0;7.0
NL:S:43005190;NL:Q:43005190;Wooldrik;Enschede;Gronausestraat;259729;471224;2019;3;186.0;21.0;7.0;2483.0;173.0;115.0
NL:S:43005190;NL:Q:43008220;Wooldrik;Enschede;Gronausestraat;259627;471247;2019;3;2440.0;175.0;84.0;150.0;24.0;7.0
NL:S:39017001;NL:Q:39017001;P2 Slagersmatenweg;Boekelo;Slagersmatenweg;253788;467182;;;;;;;;
NL:S:43021790;NL:Q:43021790;Boskamphoek;Enschede;Busbaan;255783;467810;2019;2;8.0;0.0;0.0;620.0;82.0;37.0
NL:S:43021790;NL:Q:43021790;Boskamphoek;Enschede;Busbaan;255783;467810;2019;8;39.0;0.0;0.0;0.0;0.0;0.0
NL:S:43021790;NL:Q:43021800;Boskamphoek;Enschede;Busbaan;255781;467807;2019;2;577.0;69.0;30.0;3.0;2.0;0.0
NL:S:43021790;NL:Q:43021800;Boskamphoek;Enschede;Busbaan;255781;467807;2019;8;22.0;0.0;0.0;12.0;0.0;0.0
NL:S:43110330;NL:Q:43110330;UT/Bastille;Enschede;Campuslaan;254996;473693;2019;1;9.0;0.0;0.0;929.0;0.0;0.0
NL:S:43110330;NL:Q:43110340;UT/Bastille;Enschede;Campuslaan;254979;473691;2019;1;823.0;0.0;0.0;7.0;0.0;0.0
NL:S:43000810;NL:Q:43000810;Beethovenlaan;Enschede;Beethovenlaan;257217;473212;2019;2;255.0;47.0;15.0;262.0;33.0;8.0
NL:S:43001090;NL:Q:43001090;Dr. J. van Damstraat;Enschede;Doctor van Damstraat;257490;472892;2019;2;416.0;43.0;16.0;167.0;30.0;9.0
NL:S:43009990;NL:Q:43009990;Centrum/Koningstraat;Enschede;Koningstraat;257818;470999;;;;;;;;
NL:S:43002070;NL:Q:43002070;Laaressingel;Enschede;Laaressingel;258993;472101;2019;6;18.0;1.0;0.0;714.0;62.0;31.0
NL:S:43002070;NL:Q:43002080;Laaressingel;Enschede;Laaressingel;258992;471972;2019;6;750.0;45.0;13.0;117.0;17.0;5.0
NL:S:43001910;NL:Q:43001910;Wkc Zuid;Enschede;Broekheurne-ring;257136;468040;2019;2;451.0;57.0;10.0;1886.0;212.0;89.0
NL:S:43001910;NL:Q:43001910;Wkc Zuid;Enschede;Broekheurne-ring;257136;468040;2019;8;47.0;0.0;0.0;35.0;0.0;0.0
NL:S:43001910;NL:Q:43001918;Wkc Zuid;Enschede;Wesseler-nering;257242;468157;2019;508;40.0;9.0;0.0;11.0;3.0;0.0
NL:S:43001910;NL:Q:43001920;Wkc Zuid;Enschede;Broekheurne-ring;257198;468005;2019;2;1304.0;165.0;44.0;369.0;60.0;14.0
NL:S:43001910;NL:Q:43001920;Wkc Zuid;Enschede;Broekheurne-ring;257198;468005;2019;8;58.0;0.0;0.0;40.0;0.0;0.0
NL:S:43001970;NL:Q:43001970;Zunabrink;Enschede;Het Bijvank;256752;468331;2019;1;882.0;92.0;36.0;23.0;2.0;0.0
NL:S:43001970;NL:Q:43001980;Zunabrink;Enschede;Het Bijvank;256756;468315;2019;1;39.0;3.0;1.0;706.0;72.0;33.0
NL:S:43003640;NL:Q:43003640;Verwooldslanden;Enschede;Verwooldslanden;258404;468562;2019;4;858.0;102.0;23.0;57.0;4.0;3.0
NL:S:43003680;NL:Q:43003680;Wkc De Posten;Enschede;De Posten;257219;467514;2019;508;7.0;0.0;0.0;6.0;2.0;0.0
NL:S:43001430;NL:Q:43001430;Sparrendaal;Enschede;Broekheurnerrondweg;256778;468931;2019;1;939.0;114.0;40.0;69.0;15.0;3.0
NL:S:43001430;NL:Q:43001440;Sparrendaal;Enschede;Broekheurnerrondweg;256730;468954;2019;1;48.0;12.0;1.0;819.0;124.0;37.0
NL:S:43001870;NL:Q:43001870;Het Leunenberg;Enschede;Het Leunenberg;257050;468333;2019;1;26.0;0.0;1.0;1143.0;143.0;51.0
NL:S:43001870;NL:Q:43001880;Het Leunenberg;Enschede;Het Leunenberg;257057;468352;2019;1;971.0;153.0;35.0;20.0;1.0;1.0
NL:S:43008070;NL:Q:43008070;Wkc Stokhorst;Enschede;Brakerhorst;259812;472457;2019;6;389.0;64.0;12.0;447.0;75.0;22.0
NL:S:43001700;NL:Q:43001700;Broekheurne-Ring;Enschede;De Posten;257266;467966;2019;1;287.0;26.0;5.0;25.0;1.0;2.0
NL:S:43003130;NL:Q:43003130;Zwedeweg;Enschede;Emmastraat;256848;470967;;;;;;;;
NL:S:43003130;NL:Q:43003140;Zwedeweg;Enschede;Emmastraat;256859;470978;;;;;;;;
NL:S:43001930;NL:Q:43001930;De Reulver;Enschede;Buurserstraat;257687;468008;2019;2;64.0;4.0;1.0;1068.0;105.0;47.0
NL:S:43001930;NL:Q:43001930;De Reulver;Enschede;Buurserstraat;257687;468008;2019;8;27.0;0.0;0.0;11.0;0.0;0.0
NL:S:43001930;NL:Q:43001940;De Reulver;Enschede;Buurserstraat;257764;468280;2019;2;795.0;67.0;20.0;55.0;7.0;1.0
NL:S:43001930;NL:Q:43001940;De Reulver;Enschede;Buurserstraat;257764;468280;2019;8;27.0;0.0;0.0;19.0;0.0;0.0
NL:S:43002000;NL:Q:43002000;Hengeveldebrink;Enschede;Geessinkweg;256136;468050;2019;2;508.0;62.0;29.0;20.0;2.0;0.0
NL:S:43002000;NL:Q:43002000;Hengeveldebrink;Enschede;Geessinkweg;256136;468050;2019;8;11.0;0.0;0.0;32.0;0.0;0.0
NL:S:43002000;NL:Q:43021990;Hengeveldebrink;Enschede;Geessinkweg;256102;468007;2019;2;16.0;2.0;0.0;462.0;52.0;27.0
NL:S:43002000;NL:Q:43021990;Hengeveldebrink;Enschede;Geessinkweg;256102;468007;2019;8;54.0;0.0;0.0;3.0;0.0;0.0
NL:S:43002510;NL:Q:43002510;Soendastraat;Enschede;Kuipersdijk;258123;470738;2019;4;164.0;21.0;20.0;347.0;27.0;23.0
NL:S:43002510;NL:Q:43002520;Soendastraat;Enschede;Kuipersdijk;258137;470715;2019;4;183.0;33.0;14.0;137.0;23.0;6.0
NL:S:43005030;NL:Q:43005030;C.F. Klaarstraat;Enschede;Boulevard 1945;258758;470907;2019;3;748.0;153.0;37.0;1655.0;140.0;118.0
NL:S:43005030;NL:Q:43005040;C.F. Klaarstraat;Enschede;Boulevard 1945;258728;470912;2019;3;1304.0;116.0;46.0;558.0;115.0;33.0
NL:S:44105010;NL:Q:44105010;Usselerhofweg;Enschede;NB;253697;469421;2019;506;1.0;0.0;0.0;7.0;0.0;0.0
NL:S:44105010;NL:Q:44105020;Usselerhofweg;Usselo;Boekelosestraat;253832;469348;2019;506;6.0;0.0;0.0;3.0;0.0;0.0
NL:S:43000690;NL:Q:43000690;Jupiterstraat;Enschede;Jupiterstraat;254848;472822;2019;1;99.0;4.0;1.0;1146.0;156.0;82.0
NL:S:43000690;NL:Q:43000700;Jupiterstraat;Enschede;Jupiterstraat;254893;472763;2019;1;1314.0;185.0;66.0;82.0;6.0;0.0
NL:S:44200030;NL:Q:44200030;Zonnebeekweg;Usselo;Haaksbergerstraat;252086;467163;2019;62;0.0;0.0;1.0;30.0;0.0;0.0
NL:S:44200030;NL:Q:44200040;Zonnebeekweg;Usselo;Haaksbergerstraat;252181;467223;2019;62;20.0;0.0;0.0;0.0;0.0;0.0
NL:S:43005550;NL:Q:43005550;Alleeweg;Enschede;Hengelosestraat;256408;472351;;;;;;;;
NL:S:43005550;NL:Q:43005560;Alleeweg;Enschede;Hengelosestraat;256461;472297;;;;;;;;
NL:S:43007120;NL:Q:43007120;Getfertsingel;Enschede;Haaksbergerstraat;257036;470328;2019;62;323.0;63.0;14.0;57.0;12.0;10.0
NL:S:43007120;NL:Q:43007130;Getfertsingel;Enschede;Haaksbergerstraat;257054;470356;2019;62;52.0;10.0;2.0;346.0;44.0;8.0
NL:S:43000050;NL:Q:43000053;MST Haaksbergerstraat;Enschede;Haaksbergerstraat;257681;470933;2019;1;2.0;0.0;0.0;2.0;0.0;0.0
NL:S:43000050;NL:Q:43000060;MST Haaksbergerstraat;Enschede;Haaksbergerstraat;257715;470948;;;;;;;;
NL:S:43000050;NL:Q:43000050;MST Haaksbergerstraat;Enschede;Haaksbergerstraat;257659;470846;2019;1;0.0;0.0;0.0;2.0;0.0;0.0
NL:S:43000050;NL:Q:43000051;MST Haaksbergerstraat;Enschede;Haaksbergerstraat;257682;470936;2019;62;0.0;0.0;0.0;16.0;0.0;0.0
NL:S:43000050;NL:Q:43000052;MST Haaksbergerstraat;Enschede;Haaksbergerstraat;257657;470842;;;;;;;;
NL:S:43001790;NL:Q:43001790;Het Oosterveld;Enschede;Broekheurne-ring;256367;468087;2019;2;88.0;6.0;2.0;1938.0;165.0;62.0
NL:S:43001790;NL:Q:43001790;Het Oosterveld;Enschede;Broekheurne-ring;256367;468087;2019;8;77.0;0.0;0.0;5.0;0.0;0.0
NL:S:43001790;NL:Q:43001800;Het Oosterveld;Enschede;Broekheurne-ring;256382;468066;2019;2;1874.0;158.0;59.0;44.0;2.0;1.0
NL:S:43001790;NL:Q:43001800;Het Oosterveld;Enschede;Broekheurne-ring;256382;468066;2019;8;31.0;0.0;0.0;61.0;0.0;0.0
NL:S:43007200;NL:Q:43007200;Usseler Esch;Usselo;Haaksbergerstraat;254780;469555;2019;62;22.0;1.0;0.0;26.0;0.0;3.0
NL:S:43007200;NL:Q:44100010;Usseler Esch;Usselo;Haaksbergerstraat;254738;469574;2019;62;11.0;2.0;2.0;32.0;4.0;3.0
NL:S:43111290;NL:Q:43111290;UT/De Zul;Enschede;De Zul;255298;473605;2019;1;22.0;0.0;0.0;965.0;0.0;0.0
NL:S:43111290;NL:Q:43111300;UT/De Zul;Enschede;De Zul;255287;473589;2019;1;1082.0;0.0;0.0;56.0;0.0;0.0
NL:S:43000530;NL:Q:43000530;Volkspark;Enschede;Parkweg;257063;471398;2019;1;230.0;20.0;8.0;239.0;29.0;4.0
NL:S:43000530;NL:Q:43000530;Volkspark;Enschede;Parkweg;257063;471398;2019;5;116.0;16.0;8.0;186.0;3.0;8.0
NL:S:43000530;NL:Q:43000530;Volkspark;Enschede;Parkweg;257063;471398;2019;7;0.0;0.0;0.0;5.0;0.0;0.0
NL:S:43000530;NL:Q:43000540;Volkspark;Enschede;Parkweg;257059;471388;2019;1;135.0;7.0;2.0;335.0;30.0;7.0
NL:S:43000530;NL:Q:43000540;Volkspark;Enschede;Parkweg;257059;471388;2019;5;123.0;15.0;5.0;166.0;8.0;6.0
NL:S:43000530;NL:Q:43000540;Volkspark;Enschede;Parkweg;257059;471388;2019;7;49.0;0.0;0.0;4.0;0.0;0.0
NL:S:43002650;NL:Q:43002650;Padangstraat;Enschede;Brinkstraat;259104;470073;2019;505;89.0;10.0;0.0;65.0;8.0;0.0
NL:S:44100070;NL:Q:44100070;Crematorium;Usselo;Haaksbergerstraat;253438;468324;2019;62;7.0;1.0;1.0;80.0;4.0;4.0
NL:S:44100070;NL:Q:44100080;Crematorium;Enschede;Haaksbergerstraat;253721;468260;2019;62;129.0;8.0;5.0;19.0;3.0;0.0
NL:S:43100350;NL:Q:43100355;Windmolenweg/Centrum;Boekelo;Beckumerstraat;251484;469370;2019;506;0.0;0.0;0.0;89.0;8.0;0.0
NL:S:43100350;NL:Q:43100350;Windmolenweg/Centrum;Boekelo;Beckumerstraat;251410;469340;2019;506;83.0;10.0;0.0;0.0;0.0;0.0
NL:S:43004310;NL:Q:43004310;De Hoeveler;Enschede;Twekkeler Es;254157;471496;2019;7;6.0;0.0;0.0;101.0;0.0;0.0
NL:S:43004310;NL:Q:43004310;De Hoeveler;Enschede;Twekkeler Es;254157;471496;2019;8;11.0;0.0;0.0;7.0;0.0;0.0
NL:S:43004310;NL:Q:43004320;De Hoeveler;Enschede;Twekkeler Es;254166;471492;2019;7;85.0;0.0;0.0;4.0;0.0;0.0
NL:S:43004310;NL:Q:43004320;De Hoeveler;Enschede;Twekkeler Es;254166;471492;2019;8;0.0;0.0;0.0;8.0;0.0;0.0
NL:S:43021870;NL:Q:43021870;Wkc Helmerhoek;Enschede;Busbaan;255336;468325;2019;2;12.0;3.0;2.0;1650.0;220.0;70.0
NL:S:43021870;NL:Q:43021870;Wkc Helmerhoek;Enschede;Busbaan;255336;468325;2019;8;196.0;0.0;0.0;10.0;0.0;0.0
NL:S:43021870;NL:Q:43021880;Wkc Helmerhoek;Enschede;Busbaan;255325;468312;2019;2;1508.0;217.0;66.0;11.0;0.0;0.0
NL:S:43021870;NL:Q:43021880;Wkc Helmerhoek;Enschede;Busbaan;255325;468312;2019;8;54.0;0.0;0.0;124.0;0.0;0.0
NL:S:43100780;NL:Q:43100780;Henry Dunantlaan;Boekelo;Dirk Papestraat;251661;469162;2019;506;7.0;1.0;0.0;65.0;3.0;0.0
NL:S:43003870;NL:Q:43003870;Buurserstraat;Enschede;Broekheurne-ring;257455;468000;2019;2;56.0;4.0;0.0;1276.0;87.0;40.0
NL:S:43003870;NL:Q:43003870;Buurserstraat;Enschede;Broekheurne-ring;257455;468000;2019;8;40.0;0.0;0.0;6.0;0.0;0.0
NL:S:43003870;NL:Q:43003880;Buurserstraat;Enschede;Broekheurne-ring;257507;467967;2019;2;1741.0;142.0;52.0;61.0;6.0;2.0
NL:S:43003870;NL:Q:43003880;Buurserstraat;Enschede;Broekheurne-ring;257507;467967;2019;8;40.0;0.0;0.0;13.0;0.0;0.0
NL:S:43110310;NL:Q:43110310;UT/Hallenweg;Enschede;Hallenweg;255163;473294;2019;1;92.0;0.0;0.0;1785.0;0.0;0.0
NL:S:43110310;NL:Q:43110320;UT/Hallenweg;Enschede;Hallenweg;255163;473291;2019;1;1981.0;0.0;0.0;111.0;0.0;0.0
NL:S:43002600;NL:Q:43002600;Aquadrome;Enschede;Kuipersdijk;258083;469961;2019;4;2206.0;92.0;41.0;402.0;26.0;6.0
NL:S:43002600;NL:Q:43002601;Aquadrome;Enschede;Kuipersdijk;258080;469964;2019;4;277.0;21.0;7.0;2570.0;131.0;47.0
NL:S:43010220;NL:Q:43010220;Tolstraat;Glanerbrug;Tolstraat;263467;470798;2019;3;1404.0;133.0;32.0;1660.0;153.0;63.0
NL:S:43000195;NL:Q:43000195;Wkc Stadsveld;Enschede;Jan van Goyenstraat;255794;470133;2019;5;1527.0;196.0;73.0;466.0;54.0;12.0
NL:S:43000300;NL:Q:43000300;Horstlindelaan;Enschede;Horstlindelaan;257037;473652;2019;2;124.0;11.0;5.0;201.0;24.0;12.0
NL:S:43001850;NL:Q:43001850;P+R Zuiderval;Enschede;Zuiderval;257748;469460;2019;2;885.0;57.0;14.0;1269.0;170.0;42.0
NL:S:43001850;NL:Q:43001850;P+R Zuiderval;Enschede;Zuiderval;257748;469460;2019;8;24.0;0.0;0.0;87.0;0.0;0.0
NL:S:43001850;NL:Q:43001850;P+R Zuiderval;Enschede;Zuiderval;257748;469460;2019;802;0.0;0.0;4.0;1.0;0.0;4.0
NL:S:43001850;NL:Q:43001860;P+R Zuiderval;Enschede;Zuiderval;257754;469484;2019;2;1083.0;180.0;35.0;968.0;55.0;16.0
NL:S:43001850;NL:Q:43001860;P+R Zuiderval;Enschede;Zuiderval;257754;469484;2019;8;74.0;0.0;0.0;17.0;0.0;0.0
NL:S:43001850;NL:Q:43001860;P+R Zuiderval;Enschede;Zuiderval;257754;469484;2019;802;1.0;0.0;16.0;1.0;0.0;2.0
NL:S:43100410;NL:Q:43100410;Marcellinuskerk;Boekelo;Beckumerstraat;250939;469377;2019;506;84.0;3.0;0.0;75.0;1.0;0.0
NL:S:43100410;NL:Q:43100420;Marcellinuskerk;Boekelo;Beckumerstraat;250964;469378;;;;;;;;
NL:S:43004450;NL:Q:43004450;Kanaalstraat;Enschede;Kanaalstraat;254540;472570;2019;7;1.0;0.0;0.0;14.0;0.0;0.0
NL:S:43004450;NL:Q:43004460;Kanaalstraat;Enschede;Kanaalstraat;254559;472537;2019;7;9.0;0.0;0.0;6.0;0.0;0.0
NL:S:43001050;NL:Q:43001050;Boddenkamp;Enschede;Hengelosestraat;257527;471783;2019;2;181.0;10.0;8.0;105.0;39.0;3.0
NL:S:43001050;NL:Q:43001050;Boddenkamp;Enschede;Hengelosestraat;257527;471783;2019;60;133.0;0.0;0.0;8.0;0.0;0.0
NL:S:43001050;NL:Q:43001050;Boddenkamp;Enschede;Hengelosestraat;257527;471783;2019;61;590.0;5.0;3.0;17.0;0.0;0.0
NL:S:43001050;NL:Q:43001050;Boddenkamp;Enschede;Hengelosestraat;257527;471783;2019;62;210.0;11.0;2.0;26.0;6.0;6.0
NL:S:43001050;NL:Q:43001060;Boddenkamp;Enschede;Hengelosestraat;257514;471752;2019;2;67.0;12.0;1.0;265.0;15.0;9.0
NL:S:43001050;NL:Q:43001060;Boddenkamp;Enschede;Hengelosestraat;257514;471752;2019;60;13.0;0.0;0.0;135.0;0.0;0.0
NL:S:43001050;NL:Q:43001060;Boddenkamp;Enschede;Hengelosestraat;257514;471752;2019;61;51.0;3.0;4.0;254.0;12.0;2.0
NL:S:43001050;NL:Q:43001060;Boddenkamp;Enschede;Hengelosestraat;257514;471752;2019;62;40.0;1.0;1.0;744.0;29.0;12.0
NL:S:43003570;NL:Q:43003570;Schabbinklanden;Enschede;Knalhutteweg;258254;468676;2019;4;23.0;0.0;3.0;1040.0;118.0;54.0
NL:S:43003570;NL:Q:43003580;Schabbinklanden;Enschede;Knalhutteweg;258249;468731;2019;4;817.0;64.0;44.0;10.0;1.0;0.0
NL:S:43009992;NL:Q:43009992;Centrum/Burg. Bergsmalaan;Enschede;Burg. Edo Bergsmalaan;258046;470883;;;;;;;;
NL:S:43009992;NL:Q:43009993;Centrum/Burg. Bergsmalaan;Enschede;Burg. Edo Bergsmalaan;258051;470876;;;;;;;;
NL:S:43010240;NL:Q:43010240;Symfoniestraat;Glanerbrug;Ouverturestraat;263521;470413;2019;3;1603.0;117.0;57.0;1459.0;129.0;53.0
